"Collection.code"	"Collected.by"	"DateCollected.Start."	"Locality.Name"	"District"	"State.Prov"	"Country"	"LocLatitude"	"LocLongitude"	"X.Species.Genus"	"Species.groups"	"SpeciesName"
"3758"	"NMH003371"	"H. López"	"10/25/2011"	"Charco Manso"	"Valverde"	"El Hierro"	"Canary Islands"	27.843092	-17.918891	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3759"	"NMH003372"	"S. de la Cruz"	"2/24/2012"	"Roques de Salmor"	"Valverde"	"El Hierro"	"Canary Islands"	27.823454	-17.996024	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3760"	"NMH003373"	"S. de la Cruz"	"2/24/2012"	"Roques de Salmor"	"Valverde"	"El Hierro"	"Canary Islands"	27.823454	-17.996024	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3761"	"UB2538_103"	"J. L. Martin"	"4/21/1985"	"El Golfo. MSS ( mauri 3)"	""	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3762"	"UB2539_103"	"J. L. Martin"	"4/21/1985"	"El Golfo. MSS ( mauri 3)"	""	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3763"	"UB2541_104"	"A. L. Medina"	"11/18/1985"	"Pista del Derrabado"	"Frontera"	"El Hierro"	"Canary Islands"	27.740804	-18.05308	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3764"	"UB2542_104"	"J. L. Martin"	"3/28/1985"	"Sima de las Palomas"	"Frontera"	"El Hierro"	"Canary Islands"	27.73787	-18.0657	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3765"	"UB2543_104"	"J. L. Martin"	"4/19/1985"	"Cueva Juaclo de las Moleras"	""	"El Hierro"	"Canary Islands"	27.732883	-18.140708	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3766"	"UB2661_109"	"H. Enghoff"	"2/1/1989"	"Punta Arenas Blancas"	"Frontera"	"El Hierro"	"Canary Islands"	27.767373	-18.122125	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3767"	"UB2663_109"	"A. Enghoff"	"2/2/1989"	"El Fayal"	"Frontera"	"El Hierro"	"Canary Islands"	27.733435	-17.99638	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3768"	"UB2742"	"Vonk R."	"7/8/1973"	"El Golfo"	"Frontera"	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3769"	"UB2752"	"A. L. Medina"	"4/21/1985"	"El Golfo"	"Frontera"	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3770"	"UB2787"	"GIET"	"4/15/1984"	"Cueva del Hoyo"	""	"El Hierro"	"Canary Islands"	27.753511	-18.002527	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3771"	"UB2788"	"GIET"	"4/21/1985"	"El Golfo"	"Frontera"	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3772"	"UB2789"	"J. L. Martin"	"4/21/1985"	"El Golfo"	"Frontera"	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3773"	"UB2790"	"P. Oromí"	"9/18/1985"	"Sima de las Palomas"	"Frontera"	"El Hierro"	"Canary Islands"	27.73787	-18.0657	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3774"	"UB2793"	"P. Oromí"	"11/18/1985"	"Sima de las Palomas"	"Frontera"	"El Hierro"	"Canary Islands"	27.73787	-18.0657	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3775"	"UB2795"	"J. L. Martin"	"4/21/1985"	"El Golfo"	"Frontera"	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3776"	"UB2796"	"J. L. Martin"	"4/21/1985"	"El Golfo"	"Frontera"	"El Hierro"	"Canary Islands"	27.743924	-18.017786	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3777"	"UB2954"	"Arnedo Ribera & Serra"	"10/27/1994"	"Mirador de Las Playas"	"Frontera"	"El Hierro"	"Canary Islands"	27.73197	-17.972127	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3778"	"UB2963"	"M. A. Arnedo"	"10/23/1994"	"El Sabinar"	"Frontera"	"El Hierro"	"Canary Islands"	27.751746	-18.129598	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3779"	"UB3198_135"	"P. Oromí"	"2/3/1997"	"Mirador de Bascos"	"Frontera"	"El Hierro"	"Canary Islands"	27.754861	-18.118218	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3780"	"UB3199_135"	"P. Oromí"	"2/5/1997"	"Pista del Derrabado"	"Frontera"	"El Hierro"	"Canary Islands"	27.740804	-18.05308	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3781"	"UB3201_136"	"P. Oromí"	"2/4/1997"	"Ventejís. Tiñor"	"Valverde"	"El Hierro"	"Canary Islands"	27.785991	-17.937508	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3782"	"UB3223_137"	"J. L. Martin"	"5/14/1984"	"Cueva de Mauricio"	""	"El Hierro"	"Canary Islands"	27.73913	-18.06685	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3783"	"UB3224_137"	"J. L. Martin"	"5/14/1984"	"Cueva de Mauricio"	""	"El Hierro"	"Canary Islands"	27.73913	-18.06685	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3784"	"UB4007_Freezer"	"Arnedo Ribera & Serra"	"10/22/1994"	"Mirador de Las Playas (300m hacia La Restinga)"	"Frontera"	"El Hierro"	"Canary Islands"	27.73197	-17.972127	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3785"	"UB4180_Freezer"	"Arnedo Ribera & Serra"	"10/23/1994"	"El Sabinar"	"Frontera"	"El Hierro"	"Canary Islands"	27.751746	-18.129598	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3786"	"UB4779_Freezer"	"Arnedo Ribera & Serra"	"10/27/1994"	"El Sabinar"	"Frontera"	"El Hierro"	"Canary Islands"	27.751746	-18.129598	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3787"	"UB4780_Freezer"	"Arnedo Ribera & Serra"	"10/27/1994"	"El Sabinar"	"Frontera"	"El Hierro"	"Canary Islands"	27.751746	-18.129598	"Dysdera"	"Western Canarian"	"gomerensis_H"
"3788"	"NMH001445"	"N. Macías & S. de la Cruz"	"2/4/2008"	"Mña. de Las Pilas, Cno. La Mérica"	"Valle Gran Rey"	"La Gomera"	"Canary Islands"	28.113283	-17.335701	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3789"	"NMH003055"	"E. Planas & R. Espluga"	"2/16/2011"	"Las Hueritas"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.090664	-17.283087	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3790"	"NMH003238"	"S. de la Cruz & N. Macías"	"2/4/2008"	"Mña. de Las Pilas, Cno. La Mérica"	"Valle Gran Rey"	"La Gomera"	"Canary Islands"	28.113283	-17.335701	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3791"	"NMH003241"	"N. Macías & S. Toft"	"4/8/2011"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3792"	"NMH003247"	"N. Macías"	"2/24/2008"	"La Asomadita (Pista forestal Chipude)"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1116	-17.2648	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3793"	"UB4137(70)_Freezer"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3794"	"CRBA001393"	"N. Txasko"	"5/30/2006"	"Cañada de Jorge"	""	"La Gomera"	"Canary Islands"	28.147416	-17.291071	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3795"	"CRBA001844"	"M. Rezac"	"10/15/2010"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3796"	"NMH001447"	"N. Macías & D. Hernández"	"2/24/2008"	"Puntallana"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.125809	-17.216616	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3797"	"NMH001449"	"S. de la Cruz"	"5/2/2008"	"Sendero  Enchereda"	"San Sebastián"	"La Gomera"	"Canary Islands"	28.13665	-17.179063	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3798"	"NMH001450"	"S. de la Cruz"	"5/1/2008"	"Los Noruegos"	""	"La Gomera"	"Canary Islands"	28.106905	-17.233323	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3799"	"NMH002928"	"Planas E. & Espluga R."	"2/17/2011"	"Playa de Avalo"	"San Sebastián "	"La Gomera"	"Canary Islands"	28.114684	-17.113168	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3800"	"NMH003184"	"H. López & P. Oromí"	"1/1/2009"	"Reventón Oscuro. Bosque del Cedro"	"Hermigua"	"La Gomera"	"Canary Islands"	28.125809	-17.216616	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3801"	"NMH003255"	"N. Macías & D. Hernández"	"2/23/2008"	"Mña. La Asomada (Laguna Grande-Juego de Bolas)"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.135646	-17.257454	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3802"	"UB4133 (51)_Freezer"	"P. Oromí & Arnedo"	"4/29/1995"	"Pajarito"	"Hermigua"	"La Gomera"	"Canary Islands"	28.108856	-17.241604	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3803"	"CRBA001088"	"H. Lopez"	"6/20/2004"	"Playa Hermigua"	"Hermigua"	"La Gomera"	"Canary Islands"	28.17624	-17.175953	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3804"	"CRBA001453"	""	"10/29/2001"	"Llanos de Crispin"	""	"La Gomera"	"Canary Islands"	28.123806	-17.266567	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3805"	"CRBA001860"	"E. Planas & R. Espluga"	"2/16/2011"	"Tapagache, old cropland"	""	"La Gomera"	"Canary Islands"	28.08413	-17.28902	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3806"	"CRBA001861"	"E. Planas & R. Espluga"	"2/16/2011"	"Mirador de Alojera"	""	"La Gomera"	"Canary Islands"	28.14978	-17.30813	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3807"	"CRBA001862"	"E. Planas & R. Espluga"	"2/15/2011"	"Barranco de los Castradores"	""	"La Gomera"	"Canary Islands"	28.09618	-17.20142	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3808"	"CRBA001864"	"E. Planas & R. Espluga"	"2/15/2011"	"Barranco de los Castradores"	""	"La Gomera"	"Canary Islands"	28.09618	-17.20142	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3809"	"CRBA001866"	"E. Planas & R. Espluga"	"2/15/2011"	"Las Paredes"	"P.N. Garajonay"	"La Gomera"	"Canary Islands"	28.09882	-17.24942	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3810"	"CRBA001867"	"E. Planas & R. Espluga"	"2/16/2011"	"Arure to Las Hayas rd.; cropland"	"Valle Gran Rey"	"La Gomera"	"Canary Islands"	28.129606	-17.300846	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3811"	"CRBA001868"	"E. Planas & R. Espluga"	"2/15/2011"	"Barranco de Paijén"	""	"La Gomera"	"Canary Islands"	28.08845	-17.20142	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3812"	"CRBA001870"	"E. Planas & R. Espluga"	"2/16/2011"	"Ermita del Santo"	""	"La Gomera"	"Canary Islands"	28.13102	-17.32273	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3813"	"CRBA002734"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Above Arguamul"	"Vallhermoso"	"La Gomera"	"Canary Islands"	28.18905	-17.29991	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3814"	"CRBA002735"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Above Arguamul"	"Vallhermoso"	"La Gomera"	"Canary Islands"	28.18905	-17.29991	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3815"	"CRBA002736"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Above Arguamul"	"Vallhermoso"	"La Gomera"	"Canary Islands"	28.18905	-17.29991	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3816"	"CRBA002738"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3817"	"CRBA002739"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3818"	"CRBA002746"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3819"	"CRBA002748"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3820"	"CRBA002752"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3821"	"CRBA002753"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3822"	"CRBA002759"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3823"	"CRBA002765"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3824"	"CRBA002766"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3825"	"CRBA002769"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3826"	"CRBA002771"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3827"	"CRBA002774"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3828"	"CRBA002782"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3829"	"CRBA002785"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3830"	"CRBA002786"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3831"	"CRBA002787"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3832"	"CRBA002788"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3833"	"CRBA002789"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3834"	"CRBA002790"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3835"	"CRBA002791"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3836"	"CRBA002792"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3837"	"CRBA002793"	"Arnedo, Bellvert & Oromí"	"3/17/2017"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3838"	"CRBA002799"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3839"	"CRBA002805"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3840"	"CRBA002806"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3841"	"CRBA002807"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3842"	"CRBA002808"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3843"	"CRBA002811"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3844"	"CRBA002812"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3845"	"CRBA002814"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3846"	"CRBA002818"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3847"	"CRBA002819"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3848"	"CRBA002827"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3849"	"CRBA002832"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3850"	"CRBA002837"	"Arnedo, Bellvert & Oromí"	"3/18/2017"	"Barranco de Juel, East"	"Hermigua"	"La Gomera"	"Canary Islands"	28.14832	-17.15772	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3851"	"CRBA003621"	"Arnedo, Bellvert, Domènech & Oromí"	"20/3/2019"	"Pista Mora Gaspar"	"Vallehermoso"	"La Gomera"	""	28.142375	-17.250954	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3852"	"CRBA003623"	"Arnedo, Bellvert, Domènech & Oromí"	"20/3/2019"	"Pista Mora Gaspar"	"Vallehermoso"	"La Gomera"	""	28.142375	-17.250954	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3853"	"CRBA003627"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Ctra. Cumbre, altura Mora Gaspar"	""	"La Gomera"	"Canary Islands"	28.14614	-17.262784	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3854"	"CRBA003636"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3855"	"CRBA003637"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3856"	"CRBA003640"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3857"	"CRBA003644"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3858"	"CRBA003645"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3859"	"CRBA003646"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3860"	"CRBA003662"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3861"	"CRBA003663"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3862"	"CRBA003664"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3863"	"CRBA003665"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3864"	"CRBA003666"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3865"	"CRBA003675"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3866"	"CRBA003695"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3867"	"CRBA003699"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3868"	"CRBA003704"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3869"	"CRBA003707"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3870"	"CRBA003725"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3871"	"CRBA003733"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3872"	"CRBA003734"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3873"	"CRBA003741"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
"3874"	"CRBA003744"	"Arnedo, Bellvert, Domènech & Oromí"	"21/3/2019"	"Teselinde. Ermita de Santa Clara"	"Vallehermoso"	"La Gomera"	"Canary Islands"	28.1963	-17.28754	"Dysdera"	"Western Canarian"	"gomerensis_G"
